Date,Symbol,Open,High,Low,Close,Volume
2019-07-06 15:00:00,BTCUSD,11432.66,11692.31,11432.66,11632.9,89.8675242418
2019-07-06 14:00:00,BTCUSD,11395.87,11438.05,11370.97,11432.66,9.4244743014
2019-07-06 13:00:00,BTCUSD,11451.96,11465.07,11356.07,11395.87,17.5524190702
2019-07-06 12:00:00,BTCUSD,11421.5,11524.34,11340.51,11451.96,62.7601557518
2019-07-06 11:00:00,BTCUSD,11388.95,11421.5,11333.48,11421.5,15.1434321565
2019-07-06 10:00:00,BTCUSD,11435.27,11464.34,11358.4,11388.95,8.6306034589
2019-07-06 09:00:00,BTCUSD,11347.94,11435.27,11332.58,11435.27,4.21040692
2019-07-06 08:00:00,BTCUSD,11445.49,11551.86,11323.11,11347.94,66.8124525938
2019-07-06 07:00:00,BTCUSD,11400.0,11500.0,11387.49,11445.49,17.38942207
2019-07-06 06:00:00,BTCUSD,11362.42,11500.07,11356.21,11400.0,39.7732026365
2019-07-06 05:00:00,BTCUSD,11437.57,11515.41,11290.0,11362.42,96.2804519934
2019-07-06 04:00:00,BTCUSD,11520.39,11633.16,11437.57,11437.57,139.1868240101
2019-07-06 03:00:00,BTCUSD,11367.0,11525.9,11328.3,11520.39,65.2953301542
2019-07-06 02:00:00,BTCUSD,11399.92,11455.02,11349.68,11367.0,18.3360067672
2019-07-06 01:00:00,BTCUSD,11453.98,11460.37,11342.81,11399.92,13.8692985986
2019-07-06 00:00:00,BTCUSD,10997.3,11475.65,10993.85,11453.98,232.0034482657
2019-07-05 23:00:00,BTCUSD,10945.0,11061.42,10836.09,10997.3,83.7885765479
2019-07-05 22:00:00,BTCUSD,11081.51,11123.65,10925.0,10945.0,113.366456987
2019-07-05 21:00:00,BTCUSD,11026.72,11130.96,10973.19,11081.51,49.2233959772
2019-07-05 20:00:00,BTCUSD,11141.43,11168.98,10814.45,11026.72,314.4049672654
2019-07-05 19:00:00,BTCUSD,11223.81,11287.25,11116.82,11141.43,89.8603430324
2019-07-05 18:00:00,BTCUSD,11314.38,11354.43,11173.1,11223.81,105.8728874167
2019-07-05 17:00:00,BTCUSD,11166.81,11324.54,11047.51,11314.38,165.8105699026
2019-07-05 16:00:00,BTCUSD,11265.58,11273.39,11157.5,11166.81,27.4307879249
2019-07-05 15:00:00,BTCUSD,11373.0,11402.61,11217.51,11265.58,76.2566866853
2019-07-05 14:00:00,BTCUSD,11181.56,11441.84,11178.63,11373.0,133.3451765223
2019-07-05 13:00:00,BTCUSD,11203.46,11237.08,11133.92,11181.56,16.5354810107
2019-07-05 12:00:00,BTCUSD,11202.64,11252.82,11128.75,11203.46,62.3528639748
2019-07-05 11:00:00,BTCUSD,11296.91,11314.94,11202.64,11202.64,37.9836695281
2019-07-05 10:00:00,BTCUSD,11214.35,11346.86,11187.93,11296.91,39.499594427
2019-07-05 09:00:00,BTCUSD,10877.94,11235.65,10877.94,11214.35,66.1912388405
2019-07-05 08:00:00,BTCUSD,10975.65,10975.65,10844.87,10877.94,56.5761743443
2019-07-05 07:00:00,BTCUSD,10851.48,10975.65,10760.1,10975.65,96.7481400675
2019-07-05 06:00:00,BTCUSD,11140.0,11140.98,10800.0,10851.48,89.8453518189
2019-07-05 05:00:00,BTCUSD,11149.98,11200.0,11140.0,11140.0,27.8826314393
2019-07-05 04:00:00,BTCUSD,11134.01,11176.36,11016.39,11149.98,47.7911006566
2019-07-05 03:00:00,BTCUSD,11097.23,11171.68,11067.61,11134.01,20.9505764483
2019-07-05 02:00:00,BTCUSD,11220.0,11265.89,11097.17,11097.23,88.4180148507
2019-07-05 01:00:00,BTCUSD,11161.26,11260.8,11137.97,11220.0,109.2551006643
2019-07-05 00:00:00,BTCUSD,11144.85,11210.66,10964.94,11161.26,175.8814569687
2019-07-04 23:00:00,BTCUSD,11619.73,11633.86,11040.0,11144.85,608.4231564436
2019-07-04 22:00:00,BTCUSD,11577.81,11706.04,11568.88,11619.73,41.0376588182
2019-07-04 21:00:00,BTCUSD,11728.6,11749.32,11577.81,11577.81,76.4864165505
2019-07-04 20:00:00,BTCUSD,11854.83,11854.83,11553.47,11728.6,360.9708661701
2019-07-04 19:00:00,BTCUSD,11843.12,11864.16,11750.01,11854.83,26.4905195779
2019-07-04 18:00:00,BTCUSD,11876.64,11887.7,11800.0,11843.12,29.1172416437
2019-07-04 17:00:00,BTCUSD,11786.93,11909.24,11786.93,11876.64,20.2641654767
2019-07-04 16:00:00,BTCUSD,11771.11,11840.0,11650.17,11786.93,56.0909661337
2019-07-04 15:00:00,BTCUSD,11880.0,11922.71,11750.1,11771.11,53.4373749228
2019-07-04 14:00:00,BTCUSD,11871.55,11925.23,11827.41,11880.0,66.2871218366
2019-07-04 13:00:00,BTCUSD,11798.85,11919.99,11788.5,11871.55,67.0966469795
2019-07-04 12:00:00,BTCUSD,11747.86,11839.58,11721.44,11798.85,43.8415710006
2019-07-04 11:00:00,BTCUSD,11612.66,11790.52,11612.66,11747.86,68.7177522136
2019-07-04 10:00:00,BTCUSD,11646.67,11700.0,11532.5,11612.66,74.7337887693
2019-07-04 09:00:00,BTCUSD,11797.29,11797.29,11620.0,11646.67,28.941234899
2019-07-04 08:00:00,BTCUSD,11745.99,11797.29,11652.09,11797.29,41.1975939253
2019-07-04 07:00:00,BTCUSD,11778.48,11852.85,11690.74,11745.99,36.0827705585
2019-07-04 06:00:00,BTCUSD,11699.75,11817.9,11683.35,11778.48,55.4328907496
2019-07-04 05:00:00,BTCUSD,11663.97,11735.58,11625.0,11699.75,35.4298104526
2019-07-04 04:00:00,BTCUSD,11900.0,11907.95,11655.6,11663.97,95.8199337898
2019-07-04 03:00:00,BTCUSD,11921.94,11967.4,11839.68,11900.0,56.5746703
2019-07-04 02:00:00,BTCUSD,11897.04,11971.2,11877.79,11921.94,88.1234504959
2019-07-04 01:00:00,BTCUSD,11849.36,11939.34,11800.0,11897.04,112.0341345764
2019-07-04 00:00:00,BTCUSD,11987.32,12052.86,11823.1,11849.36,396.456598622
2019-07-03 23:00:00,BTCUSD,11935.63,12023.24,11818.59,11987.32,349.052125114
2019-07-03 22:00:00,BTCUSD,11395.0,11967.43,11389.63,11935.63,530.0160246237
2019-07-03 21:00:00,BTCUSD,11383.36,11420.0,11316.41,11395.0,112.9082869948
2019-07-03 20:00:00,BTCUSD,11282.05,11432.4,11230.59,11383.36,149.5658368457
2019-07-03 19:00:00,BTCUSD,11256.21,11346.21,11189.43,11282.05,53.4494402316
2019-07-03 18:00:00,BTCUSD,11185.04,11261.17,11023.25,11256.21,94.1631326976
2019-07-03 17:00:00,BTCUSD,11186.96,11362.36,11185.04,11185.04,228.9747882288
2019-07-03 16:00:00,BTCUSD,11466.89,11480.61,11139.82,11186.96,199.5459389463
2019-07-03 15:00:00,BTCUSD,11410.95,11500.0,11350.0,11466.89,122.5114694399
2019-07-03 14:00:00,BTCUSD,11267.97,11479.99,11196.42,11410.95,129.8723242479
2019-07-03 13:00:00,BTCUSD,11375.56,11471.58,11219.79,11267.97,178.6793008931
2019-07-03 12:00:00,BTCUSD,11192.85,11411.63,11172.37,11375.56,44.4912107576
2019-07-03 11:00:00,BTCUSD,11353.56,11397.69,11141.36,11192.85,35.3505989573
2019-07-03 10:00:00,BTCUSD,11261.18,11417.36,11248.03,11353.56,108.9436994807
2019-07-03 09:00:00,BTCUSD,11052.85,11261.18,10950.0,11261.18,75.23941987
2019-07-03 08:00:00,BTCUSD,11282.8,11339.41,11052.85,11052.85,91.7954039134
2019-07-03 07:00:00,BTCUSD,11465.22,11483.9,11259.87,11282.8,337.9795890734
2019-07-03 06:00:00,BTCUSD,11484.05,11520.47,11332.76,11465.22,52.4843091092
2019-07-03 05:00:00,BTCUSD,11282.27,11571.27,11250.97,11484.05,184.237266706
2019-07-03 04:00:00,BTCUSD,11320.35,11435.16,11259.1,11282.27,141.1513230753
2019-07-03 03:00:00,BTCUSD,11170.17,11374.15,11125.01,11320.35,150.7993233402
2019-07-03 02:00:00,BTCUSD,11359.4,11359.4,11125.0,11170.17,365.2166229523
2019-07-03 01:00:00,BTCUSD,11253.5,11443.99,11212.6,11359.4,467.2787833417
2019-07-03 00:00:00,BTCUSD,10833.82,11283.75,10833.82,11253.5,401.0931647435
2019-07-02 23:00:00,BTCUSD,10793.9,10843.41,10683.44,10833.82,75.6766317152
2019-07-02 22:00:00,BTCUSD,10677.4,10861.17,10666.47,10793.9,142.5159170187
2019-07-02 21:00:00,BTCUSD,10700.0,10755.6,10592.5,10677.4,231.4381965707
2019-07-02 20:00:00,BTCUSD,10770.02,10915.95,10700.0,10700.0,165.235728505
2019-07-02 19:00:00,BTCUSD,10700.1,10850.0,10677.78,10770.02,235.0750383637
2019-07-02 18:00:00,BTCUSD,10721.24,10727.38,10584.68,10700.1,150.252375051
2019-07-02 17:00:00,BTCUSD,10492.63,10750.0,10480.98,10721.24,395.1226971317
2019-07-02 16:00:00,BTCUSD,10598.86,10598.86,10404.76,10492.63,247.1512770507
2019-07-02 15:00:00,BTCUSD,10535.12,10629.45,10377.64,10598.86,219.928930628
2019-07-02 14:00:00,BTCUSD,9920.61,10535.14,9920.61,10535.12,482.3257828782
2019-07-02 13:00:00,BTCUSD,10011.12,10091.21,9850.01,9920.61,234.0609111447
2019-07-02 12:00:00,BTCUSD,9948.18,10150.0,9904.87,10011.12,235.9658873369
2019-07-02 11:00:00,BTCUSD,10018.06,10194.0,9653.0,9948.18,591.3978200399
2019-07-02 10:00:00,BTCUSD,10144.43,10235.35,9998.05,10018.06,56.7592250615
2019-07-02 09:00:00,BTCUSD,10204.54,10301.24,10106.59,10144.43,61.7703907311
2019-07-02 08:00:00,BTCUSD,9830.0,10256.01,9790.14,10204.54,118.9490831366
2019-07-02 07:00:00,BTCUSD,9769.86,9889.11,9769.86,9830.0,67.9329686303
2019-07-02 06:00:00,BTCUSD,10451.1,10451.1,10451.1,10451.1,0.0
2019-07-02 05:00:00,BTCUSD,10451.1,10451.1,10451.1,10451.1,0.0
2019-07-02 04:00:00,BTCUSD,10451.1,10451.1,10451.1,10451.1,0.0
2019-07-02 03:00:00,BTCUSD,10451.1,10451.1,10451.1,10451.1,0.0
2019-07-02 02:00:00,BTCUSD,10451.1,10451.1,10451.1,10451.1,0.0
2019-07-02 01:00:00,BTCUSD,10451.1,10451.1,10451.1,10451.1,0.0
2019-07-02 00:00:00,BTCUSD,10451.1,10451.1,10451.1,10451.1,0.0
2019-07-01 23:00:00,BTCUSD,10451.1,10451.1,10451.1,10451.1,0.0
2019-07-01 22:00:00,BTCUSD,10539.1,10552.68,10420.26,10451.1,134.7235012342
2019-07-01 21:00:00,BTCUSD,10480.67,10590.0,10420.05,10539.1,138.0058125805
2019-07-01 20:00:00,BTCUSD,10206.06,10560.0,10192.63,10480.67,205.9231430994
2019-07-01 19:00:00,BTCUSD,10258.01,10264.21,9982.36,10206.06,342.3608721749
2019-07-01 18:00:00,BTCUSD,10251.6,10322.69,10151.17,10258.01,150.5369976113
2019-07-01 17:00:00,BTCUSD,10272.25,10371.36,10140.57,10251.6,442.2901194146
2019-07-01 16:00:00,BTCUSD,10344.31,10422.46,10217.0,10272.25,177.3353091107
2019-07-01 15:00:00,BTCUSD,10207.75,10359.51,9960.0,10344.31,639.3878443607
2019-07-01 14:00:00,BTCUSD,10544.5,10603.06,10149.35,10207.75,562.4504156328
2019-07-01 13:00:00,BTCUSD,10608.55,10676.55,10530.63,10544.5,319.148406955
2019-07-01 12:00:00,BTCUSD,10973.17,10973.17,10471.54,10608.55,415.5325832435
2019-07-01 11:00:00,BTCUSD,10903.68,10976.96,10857.64,10973.17,110.6912107293
2019-07-01 10:00:00,BTCUSD,11033.22,11070.03,10820.0,10903.68,202.0244153357
2019-07-01 09:00:00,BTCUSD,11092.85,11131.67,11004.05,11033.22,121.44466393
2019-07-01 08:00:00,BTCUSD,10893.06,11101.3,10875.01,11092.85,162.3365505323
2019-07-01 07:00:00,BTCUSD,10873.71,11004.54,10786.39,10893.06,201.4741425376
2019-07-01 06:00:00,BTCUSD,11006.21,11058.68,10848.16,10873.71,55.20281673
2019-07-01 05:00:00,BTCUSD,11100.84,11116.67,10884.35,11006.21,230.8269204814
2019-07-01 04:00:00,BTCUSD,11076.99,11127.66,11022.65,11100.84,39.906136003
2019-07-01 03:00:00,BTCUSD,11000.0,11199.59,10965.31,11076.99,81.0435717489
2019-07-01 02:00:00,BTCUSD,10880.65,11072.18,10790.01,11000.0,146.9217717432
2019-07-01 01:00:00,BTCUSD,11013.04,11098.69,10870.93,10880.65,110.6726662443
2019-07-01 00:00:00,BTCUSD,10746.0,11018.79,10624.32,11013.04,311.2807731484
2019-06-30 23:00:00,BTCUSD,10908.97,10991.04,10642.07,10746.0,415.2934188123
2019-06-30 22:00:00,BTCUSD,11265.34,11265.34,10820.39,10908.97,314.0383561854
2019-06-30 21:00:00,BTCUSD,11400.93,11423.7,11253.72,11265.34,112.3641913157
2019-06-30 20:00:00,BTCUSD,11225.14,11414.35,11148.55,11400.93,146.5957247855
2019-06-30 19:00:00,BTCUSD,11177.95,11301.6,11088.74,11225.14,118.9884588063
2019-06-30 18:00:00,BTCUSD,11275.19,11283.94,11130.64,11177.95,105.5623315103
2019-06-30 17:00:00,BTCUSD,11196.61,11348.71,11191.7,11275.19,167.1572795988
2019-06-30 16:00:00,BTCUSD,11051.31,11244.2,10812.51,11196.61,249.913626302
2019-06-30 15:00:00,BTCUSD,11143.71,11161.94,11036.03,11051.31,183.4240316432
2019-06-30 14:00:00,BTCUSD,11080.34,11184.07,10888.0,11143.71,215.4383549446
2019-06-30 13:00:00,BTCUSD,11563.78,11594.37,10972.5,11080.34,463.9484724689
2019-06-30 12:00:00,BTCUSD,11507.35,11597.82,11468.28,11563.78,50.3980163208
2019-06-30 11:00:00,BTCUSD,11503.48,11567.74,11452.68,11507.35,36.5296830283
2019-06-30 10:00:00,BTCUSD,11780.93,11780.93,11422.84,11503.48,219.5968918555
2019-06-30 09:00:00,BTCUSD,11780.19,11844.6,11703.33,11780.93,10.8497539612
2019-06-30 08:00:00,BTCUSD,11693.89,11793.35,11652.36,11780.19,9.2439760914
2019-06-30 07:00:00,BTCUSD,11900.01,11900.01,11625.01,11693.89,114.2896845411
2019-06-30 06:00:00,BTCUSD,11957.05,12023.85,11875.0,11900.01,23.212493039
2019-06-30 05:00:00,BTCUSD,12033.92,12109.15,11847.5,11957.05,73.6966944144
2019-06-30 04:00:00,BTCUSD,12118.22,12149.7,12010.0,12033.92,79.6788831158
2019-06-30 03:00:00,BTCUSD,12066.0,12197.03,12000.0,12118.22,66.2313156128
2019-06-30 02:00:00,BTCUSD,12091.46,12098.82,12009.37,12066.0,35.3399021562
2019-06-30 01:00:00,BTCUSD,12127.92,12133.13,11989.34,12091.46,32.5283012556
2019-06-30 00:00:00,BTCUSD,11885.94,12141.26,11879.21,12127.92,83.2571739124
2019-06-29 23:00:00,BTCUSD,12043.47,12058.89,11824.23,11885.94,83.03266803
2019-06-29 22:00:00,BTCUSD,11943.29,12099.99,11933.02,12043.47,60.1130943559
2019-06-29 21:00:00,BTCUSD,12146.58,12204.4,11889.03,11943.29,96.233998728
2019-06-29 20:00:00,BTCUSD,11869.09,12262.41,11858.94,12146.58,100.9327630028
2019-06-29 19:00:00,BTCUSD,11961.0,12000.0,11856.23,11869.09,48.9712973705
2019-06-29 18:00:00,BTCUSD,11949.66,12055.15,11887.44,11961.0,70.0519950783
2019-06-29 17:00:00,BTCUSD,11805.55,12001.43,11736.79,11949.66,110.9880881002
2019-06-29 16:00:00,BTCUSD,11869.16,11967.9,11623.0,11805.55,156.563145456
2019-06-29 15:00:00,BTCUSD,11931.69,12063.42,11821.47,11869.16,97.18574483
2019-06-29 14:00:00,BTCUSD,11978.69,12002.85,11833.52,11931.69,62.7434527547
2019-06-29 13:00:00,BTCUSD,12047.63,12172.46,11899.99,11978.69,119.7138560749
2019-06-29 12:00:00,BTCUSD,11939.99,12080.33,11922.49,12047.63,139.2119703137
2019-06-29 11:00:00,BTCUSD,11791.86,11945.65,11719.89,11939.99,97.9945934962
2019-06-29 10:00:00,BTCUSD,11581.6,11804.57,11508.03,11791.86,7.215252162
2019-06-29 09:00:00,BTCUSD,11644.54,11743.9,11566.55,11581.6,11.5649674538
2019-06-29 08:00:00,BTCUSD,11836.12,11836.12,11603.91,11644.54,48.7414015588
2019-06-29 07:00:00,BTCUSD,11785.53,11869.27,11692.91,11836.12,36.0117183552
2019-06-29 06:00:00,BTCUSD,11533.96,11803.31,11422.12,11785.53,64.0591661891
2019-06-29 05:00:00,BTCUSD,11602.67,11660.61,11455.2,11533.96,39.50235158
2019-06-29 04:00:00,BTCUSD,11462.11,11630.92,11325.29,11602.67,83.8022202517
2019-06-29 03:00:00,BTCUSD,11712.58,11736.32,11333.11,11462.11,217.7137668061
2019-06-29 02:00:00,BTCUSD,11805.33,11806.6,11200.0,11712.58,785.8152476731
2019-06-29 01:00:00,BTCUSD,12201.0,12327.59,11801.0,11805.33,162.5020540224
2019-06-29 00:00:00,BTCUSD,12388.24,12388.24,12139.71,12201.0,118.6846084831
2019-06-28 23:00:00,BTCUSD,12307.01,12436.0,12253.78,12388.24,66.3292852223
2019-06-28 22:00:00,BTCUSD,12285.7,12326.0,12150.01,12307.01,115.8863753714
2019-06-28 21:00:00,BTCUSD,12212.84,12364.14,12212.84,12285.7,87.1170279024
2019-06-28 20:00:00,BTCUSD,12330.95,12405.99,12101.0,12212.84,319.1825804727
2019-06-28 19:00:00,BTCUSD,11920.48,12344.43,11920.48,12330.95,216.3350310901
2019-06-28 18:00:00,BTCUSD,11825.95,11968.0,11767.1,11920.48,96.5676912074
2019-06-28 17:00:00,BTCUSD,11902.07,11915.47,11746.05,11825.95,93.7079814684
2019-06-28 16:00:00,BTCUSD,11899.96,11974.54,11714.2,11902.07,115.5063286898
2019-06-28 15:00:00,BTCUSD,11705.05,11989.84,11705.05,11899.96,114.895431387
2019-06-28 14:00:00,BTCUSD,11871.3,11871.3,11667.09,11705.05,378.679612066
2019-06-28 13:00:00,BTCUSD,11642.34,11879.09,11499.99,11871.3,206.4786955456
2019-06-28 12:00:00,BTCUSD,12082.03,12082.03,11560.0,11642.34,235.4103248557
2019-06-28 11:00:00,BTCUSD,11851.98,12100.0,11743.67,12082.03,101.8812641904
2019-06-28 10:00:00,BTCUSD,11876.27,11984.0,11690.18,11851.98,120.1213334947
2019-06-28 09:00:00,BTCUSD,11660.64,11903.77,11660.64,11876.27,134.962605841
2019-06-28 08:00:00,BTCUSD,11262.13,11741.04,11261.18,11660.64,179.6244834588
2019-06-28 07:00:00,BTCUSD,11329.37,11534.32,11161.31,11262.13,243.8313546677
2019-06-28 06:00:00,BTCUSD,11096.54,11444.81,11096.54,11329.37,111.7264874064
2019-06-28 05:00:00,BTCUSD,11026.26,11107.0,10738.17,11096.54,91.1514702514
2019-06-28 04:00:00,BTCUSD,11107.27,11150.94,10832.73,11026.26,86.1492120797
2019-06-28 03:00:00,BTCUSD,10948.09,11107.28,10794.07,11107.27,150.6345556761
2019-06-28 02:00:00,BTCUSD,11251.03,11366.19,10927.09,10948.09,157.4927225245
2019-06-28 01:00:00,BTCUSD,11463.0,11515.0,11178.76,11251.03,227.4483904136
2019-06-28 00:00:00,BTCUSD,11143.74,11469.99,11043.89,11463.0,220.5636015266
2019-06-27 23:00:00,BTCUSD,11076.09,11329.01,10956.36,11143.74,236.6483229
2019-06-27 22:00:00,BTCUSD,10715.46,11141.76,10715.46,11076.09,293.058357786
2019-06-27 21:00:00,BTCUSD,10692.89,10813.03,10440.7,10715.46,221.8750554293
2019-06-27 20:00:00,BTCUSD,10823.74,10877.63,10299.0,10692.89,295.2390452932
2019-06-27 19:00:00,BTCUSD,10982.81,10997.34,10578.0,10823.74,215.9389000681
2019-06-27 18:00:00,BTCUSD,10775.78,11056.36,10651.92,10982.81,471.7022584808
2019-06-27 17:00:00,BTCUSD,10894.3,10922.36,10350.0,10775.78,1122.0806210215
2019-06-27 16:00:00,BTCUSD,11631.43,11746.25,10753.11,10894.3,1220.4439175107
2019-06-27 15:00:00,BTCUSD,11911.24,11940.85,11519.74,11631.43,427.9473424115
2019-06-27 14:00:00,BTCUSD,11613.11,11911.24,11234.82,11911.24,450.3676787034
2019-06-27 13:00:00,BTCUSD,11719.33,11799.35,11502.06,11613.11,280.9984810601
2019-06-27 12:00:00,BTCUSD,12067.54,12170.64,11586.5,11719.33,258.2578113068
2019-06-27 11:00:00,BTCUSD,11683.3,12091.93,11654.89,12067.54,178.6009739481
2019-06-27 10:00:00,BTCUSD,11781.21,12034.41,11634.58,11683.3,249.9444630525
2019-06-27 09:00:00,BTCUSD,11884.47,11961.58,11160.48,11781.21,816.8540838658
2019-06-27 08:00:00,BTCUSD,12368.26,12380.95,11671.03,11884.47,192.9515260957
2019-06-27 07:00:00,BTCUSD,12364.39,12498.99,12207.46,12368.26,122.6229341118
2019-06-27 06:00:00,BTCUSD,12806.94,12807.99,12041.83,12364.39,284.0636980802
2019-06-27 05:00:00,BTCUSD,12834.44,12834.44,12557.79,12806.94,117.5640160962
2019-06-27 04:00:00,BTCUSD,12818.84,12999.47,12790.0,12834.44,99.9872879235
2019-06-27 03:00:00,BTCUSD,12768.02,12858.55,12599.15,12818.84,87.9457398501
2019-06-27 02:00:00,BTCUSD,12712.4,12826.71,12400.52,12768.02,196.5754624863
2019-06-27 01:00:00,BTCUSD,13081.72,13262.99,12367.88,12712.4,638.1177763247
2019-06-27 00:00:00,BTCUSD,12936.45,13359.99,12707.0,13081.72,582.8670470187
2019-06-26 23:00:00,BTCUSD,12440.72,12969.86,12440.72,12936.45,455.9160888508
2019-06-26 22:00:00,BTCUSD,12435.0,12571.75,12130.89,12440.72,429.7242916692
2019-06-26 21:00:00,BTCUSD,12773.6,12798.37,11600.0,12435.0,1154.5534106319
2019-06-26 20:00:00,BTCUSD,13836.74,13850.0,11454.8,12773.6,1291.4464347052
2019-06-26 19:00:00,BTCUSD,13800.0,13850.0,13569.01,13836.74,403.089675164
2019-06-26 18:00:00,BTCUSD,13453.23,13858.37,13367.58,13800.0,495.6456568785
2019-06-26 17:00:00,BTCUSD,13596.79,13598.48,13127.44,13453.23,622.6644271519
2019-06-26 16:00:00,BTCUSD,12830.1,13600.0,12787.78,13596.79,801.2101295992
2019-06-26 15:00:00,BTCUSD,12758.46,12882.53,12723.81,12830.1,235.7397152373
2019-06-26 14:00:00,BTCUSD,12895.16,12938.8,12673.0,12758.46,430.7643214409
2019-06-26 13:00:00,BTCUSD,12831.08,12909.98,12713.94,12895.16,338.5392256916
2019-06-26 12:00:00,BTCUSD,12646.31,12842.6,12534.19,12831.08,177.4330178685
2019-06-26 11:00:00,BTCUSD,12691.92,12719.61,12573.1,12646.31,100.9306000081
2019-06-26 10:00:00,BTCUSD,12333.49,12691.92,12302.4,12691.92,73.7577634812
2019-06-26 09:00:00,BTCUSD,12631.43,12631.43,12157.86,12333.49,280.9702950519
2019-06-26 08:00:00,BTCUSD,12444.09,12639.18,12444.09,12631.43,74.2462083384
2019-06-26 07:00:00,BTCUSD,12729.31,12743.34,12418.25,12444.09,115.3223607424
2019-06-26 06:00:00,BTCUSD,12451.21,12749.3,12451.21,12729.31,196.5463839115
2019-06-26 05:00:00,BTCUSD,12445.0,12957.52,12328.76,12451.21,1879.5715914939
2019-06-26 04:00:00,BTCUSD,12250.0,12466.99,12143.03,12445.0,428.7982136592
2019-06-26 03:00:00,BTCUSD,11898.49,12262.0,11898.49,12250.0,361.2952094299
2019-06-26 02:00:00,BTCUSD,11881.99,11912.8,11775.7,11898.49,90.3562805456
2019-06-26 01:00:00,BTCUSD,11927.4,11964.22,11803.56,11881.99,229.2975121766
2019-06-26 00:00:00,BTCUSD,11759.9,11968.66,11665.13,11927.4,260.5330539381
2019-06-25 23:00:00,BTCUSD,11674.62,11791.53,11604.36,11759.9,247.7650880752
2019-06-25 22:00:00,BTCUSD,11552.75,11696.98,11524.64,11674.62,154.9244492275
2019-06-25 21:00:00,BTCUSD,11368.01,11600.0,11368.01,11552.75,265.1106887368
2019-06-25 20:00:00,BTCUSD,11358.02,11414.39,11342.15,11368.01,33.6355001044
2019-06-25 19:00:00,BTCUSD,11375.01,11396.54,11341.32,11358.02,75.46063701
2019-06-25 18:00:00,BTCUSD,11330.86,11394.66,11302.27,11375.01,127.8411062383
2019-06-25 17:00:00,BTCUSD,11335.26,11381.43,11206.47,11330.86,228.4792506608
2019-06-25 16:00:00,BTCUSD,11351.99,11436.9,11335.26,11335.26,98.9257716024
2019-06-25 15:00:00,BTCUSD,11285.15,11394.58,11260.85,11351.99,100.5706991313
